County,State,mean_life_expectancy,State_FIPS,County_FIPS,age_18_and_under_percentage
Clatsop County,Oregon,78.5832335087269,41,007,9.6
Columbia County,Oregon,79.0763346634492,41,009,8.1
Coos County,Oregon,76.8641796738303,41,011,8.1
Crook County,Oregon,78.8418869262331,41,013,6.8
Curry County,Oregon,77.0152305515129,41,015,6.6
Deschutes County,Oregon,80.6050355307504,41,017,7.6
Douglas County,Oregon,77.4316300362063,41,019,7.9
Gilliam County,Oregon,80.9832218531754,41,021,4.1
Grant County,Oregon,80.0571771071902,41,023,6.1
Harney County,Oregon,78.4719292608875,41,025,7.8
Hood River County,Oregon,80.7364756469489,41,027,7.6
Jackson County,Oregon,78.9060452807828,41,029,8.7
Jefferson County,Oregon,77.6465483142264,41,031,8.1
Josephine County,Oregon,76.9735092473363,41,033,7.8
Klamath County,Oregon,76.9173800027263,41,035,9.6
Lake County,Oregon,78.5569529958845,41,037,5.9
Lane County,Oregon,79.2866442688774,41,039,13.4
Lincoln County,Oregon,78.1651331420068,41,041,7.2
Linn County,Oregon,78.1904549692376,41,043,8.4
Malheur County,Oregon,78.2363069729391,41,045,10.5
Marion County,Oregon,79.1189423976745,41,047,10.2
Morrow County,Oregon,79.6234343370333,41,049,8.6
Multnomah County,Oregon,79.1240863264622,41,051,9.4
Polk County,Oregon,80.4446290119376,41,053,12.0
Sherman County,Oregon,81.1578825056856,41,055,7.9
Tillamook County,Oregon,79.1183410643878,41,057,6.8
Umatilla County,Oregon,78.4984942545097,41,059,10.0
Union County,Oregon,79.1320815678523,41,061,10.8
Wallowa County,Oregon,80.3690972337076,41,063,6.3
Wasco County,Oregon,77.6534197905577,41,065,8.8
Washington County,Oregon,82.1110833223254,41,067,8.5
Wheeler County,Oregon,79.7539818779963,41,069,5.8
Yamhill County,Oregon,79.6514837770657,41,071,10.5
Adams County,Pennsylvania,79.6490113694166,42,001,10.2
Allegheny County,Pennsylvania,78.4201941780666,42,003,10.4
Armstrong County,Pennsylvania,77.5527650679597,42,005,7.6
Beaver County,Pennsylvania,77.7525360707217,42,007,8.3
Bedford County,Pennsylvania,78.694826848397,42,009,7.6
Berks County,Pennsylvania,79.353899524622,42,011,10.2
Blair County,Pennsylvania,77.1979362793643,42,013,9.8
Bradford County,Pennsylvania,78.3776614706278,42,015,7.7
Bucks County,Pennsylvania,80.0716232467026,42,017,8.1
Butler County,Pennsylvania,79.0531369488193,42,019,9.4
Cambria County,Pennsylvania,77.2074143754192,42,021,9.7
Cameron County,Pennsylvania,78.9985168212632,42,023,7.5
Carbon County,Pennsylvania,77.0276328344113,42,025,7.6
Centre County,Pennsylvania,81.9658787327856,42,027,30.3
Chester County,Pennsylvania,81.1321750649522,42,029,9.2
Clarion County,Pennsylvania,78.0814130738752,42,031,14.9
Clearfield County,Pennsylvania,78.151775286466,42,033,9.0
Clinton County,Pennsylvania,78.5272931172222,42,035,15.3
Columbia County,Pennsylvania,78.8112903137766,42,037,15.1
Crawford County,Pennsylvania,77.513284021149,42,039,9.8
Cumberland County,Pennsylvania,80.0597832333766,42,041,10.9
Dauphin County,Pennsylvania,78.5570299041448,42,043,8.7
Delaware County,Pennsylvania,78.4941389270158,42,045,11.1
Elk County,Pennsylvania,78.4527414423587,42,047,6.7
Erie County,Pennsylvania,78.0223334899198,42,049,11.7
Fayette County,Pennsylvania,76.123286419734,42,051,8.5
Forest County,Pennsylvania,76.8944305745127,42,053,15.3
Franklin County,Pennsylvania,79.6485723925647,42,055,8.0
Fulton County,Pennsylvania,78.2661654625311,42,057,7.2
Greene County,Pennsylvania,76.4990882320713,42,059,10.0
Huntingdon County,Pennsylvania,78.9464460294832,42,061,10.0
Indiana County,Pennsylvania,78.8963116902439,42,063,18.0
Jefferson County,Pennsylvania,77.5750189550308,42,065,8.6
Juniata County,Pennsylvania,79.099432722126,42,067,8.1
Lackawanna County,Pennsylvania,77.1975026279802,42,069,10.2
Lancaster County,Pennsylvania,80.2352625437193,42,071,10.0
Lawrence County,Pennsylvania,77.6081326731408,42,073,8.7
Lebanon County,Pennsylvania,79.366377840628,42,075,8.7
Lehigh County,Pennsylvania,79.4344843972156,42,077,9.0
Luzerne County,Pennsylvania,77.0524008290447,42,079,9.9
Lycoming County,Pennsylvania,78.4340526744191,42,081,12.3
McKean County,Pennsylvania,77.1131287071783,42,083,9.4
Mercer County,Pennsylvania,77.7995596600875,42,085,10.1
Mifflin County,Pennsylvania,78.4229411109851,42,087,7.8
Monroe County,Pennsylvania,78.8062874375103,42,089,10.8
Montgomery County,Pennsylvania,80.7737281495742,42,091,8.1
Montour County,Pennsylvania,78.4825318424176,42,093,7.6
Northampton County,Pennsylvania,80.061116184748,42,095,10.7
Northumberland County,Pennsylvania,77.726474662077,42,097,8.6
Perry County,Pennsylvania,77.7291845793053,42,099,8.1
Philadelphia County,Pennsylvania,75.6899890046334,42,101,13.4
Pike County,Pennsylvania,80.1413746720034,42,103,8.0
Potter County,Pennsylvania,78.598387719556,42,105,7.3
Schuylkill County,Pennsylvania,76.470118997366,42,107,7.8
Snyder County,Pennsylvania,80.2430211604804,42,109,12.9
Somerset County,Pennsylvania,78.0622807379323,42,111,8.2
Sullivan County,Pennsylvania,76.5938512787207,42,113,10.5
Susquehanna County,Pennsylvania,78.0701590695715,42,115,7.7
Tioga County,Pennsylvania,78.9591744072778,42,117,11.0
Union County,Pennsylvania,81.2526537318946,42,119,13.9
Venango County,Pennsylvania,77.4498287761158,42,121,7.9
Warren County,Pennsylvania,78.3208008413361,42,123,7.3
Washington County,Pennsylvania,77.6613122799956,42,125,9.4
Wayne County,Pennsylvania,78.0164379961433,42,127,7.5
Westmoreland County,Pennsylvania,78.5383771212102,42,129,8.2
Wyoming County,Pennsylvania,77.4142079276379,42,131,9.4
York County,Pennsylvania,79.3015757018981,42,133,8.7
Bristol County,Rhode Island,81.3349718673075,44,001,12.7
Kent County,Rhode Island,79.3208826015824,44,003,8.2
Newport County,Rhode Island,81.2986708633524,44,005,9.7
Providence County,Rhode Island,79.4989449432078,44,007,12.5
Washington County,Rhode Island,81.287987975741,44,009,13.8
Abbeville County,South Carolina,76.5546140449695,45,001,10.2
Aiken County,South Carolina,77.0462405096629,45,003,9.2
Allendale County,South Carolina,73.4829522741102,45,005,9.9
Anderson County,South Carolina,76.0079023325299,45,007,8.6
Bamberg County,South Carolina,74.9076326969608,45,009,15.4
Barnwell County,South Carolina,74.060720034047,45,011,11.0
Beaufort County,South Carolina,81.6708030026769,45,013,12.3
Berkeley County,South Carolina,78.002017859236,45,015,12.3
Calhoun County,South Carolina,76.1079324597715,45,017,8.6
Charleston County,South Carolina,78.5513645768897,45,019,12.3
Cherokee County,South Carolina,74.4577076723186,45,021,10.2
Chester County,South Carolina,73.8584466246305,45,023,8.7
Chesterfield County,South Carolina,74.6944390581118,45,025,9.1
Clarendon County,South Carolina,75.8478650704583,45,027,12.9
Colleton County,South Carolina,73.4878198991466,45,029,8.7
Darlington County,South Carolina,73.7362698391129,45,031,9.4
Dillon County,South Carolina,72.9255721244712,45,033,9.8
Dorchester County,South Carolina,78.3806604502882,45,035,8.9
Edgefield County,South Carolina,78.870533527743,45,037,9.3
Fairfield County,South Carolina,74.2433710362961,45,039,8.3
Florence County,South Carolina,74.5023876696339,45,041,9.6
Georgetown County,South Carolina,76.7115325901028,45,043,7.8
Greenville County,South Carolina,77.9110613085729,45,045,9.6
Greenwood County,South Carolina,76.9803826426887,45,047,10.3
Hampton County,South Carolina,74.4685753785154,45,049,9.4
Horry County,South Carolina,76.9124933167539,45,051,10.0
Jasper County,South Carolina,76.6801060485973,45,053,11.9
Kershaw County,South Carolina,76.6141852130464,45,055,8.7
Lancaster County,South Carolina,76.9922081503045,45,057,8.5
Laurens County,South Carolina,74.5205182827544,45,059,10.5
Lee County,South Carolina,72.9815552496086,45,061,13.3
Lexington County,South Carolina,77.8652159373194,45,063,9.0
McCormick County,South Carolina,76.9257917022418,45,065,7.7
Marion County,South Carolina,72.8214255239057,45,067,9.4
Marlboro County,South Carolina,72.7505496246093,45,069,9.5
Newberry County,South Carolina,76.3660475543563,45,071,10.9
Oconee County,South Carolina,76.8953171893745,45,073,9.2
Orangeburg County,South Carolina,74.4404851209941,45,075,12.0
Pickens County,South Carolina,76.9200414435742,45,077,19.6
Richland County,South Carolina,77.2367398809477,45,079,16.2
Saluda County,South Carolina,77.2357318968332,45,081,10.2
Spartanburg County,South Carolina,75.823733776989,45,083,9.8
Sumter County,South Carolina,75.8302692811265,45,085,11.9
Union County,South Carolina,74.0726391189325,45,087,8.3
Williamsburg County,South Carolina,73.4358745671627,45,089,9.1
York County,South Carolina,77.4146598073724,45,091,8.9
Aurora County,South Dakota,80.1944568043233,46,003,5.7
Beadle County,South Dakota,79.0912358512811,46,005,8.7
Bennett County,South Dakota,73.7620018924249,46,007,9.1
Bon Homme County,South Dakota,80.9396365512622,46,009,8.8
Brookings County,South Dakota,81.6406728497061,46,011,30.2
Brown County,South Dakota,80.0110205449014,46,013,10.3
Brule County,South Dakota,78.8748611812474,46,015,2.3
Buffalo County,South Dakota,70.58851511959,46,017,11.3
Butte County,South Dakota,77.8414169789923,46,019,9.5
Campbell County,South Dakota,81.5167598397089,46,021,4.4
Charles Mix County,South Dakota,78.2144952785479,46,023,8.1
Clark County,South Dakota,80.1592606715103,46,025,6.3
Clay County,South Dakota,79.4566235363705,46,027,28.2
Codington County,South Dakota,80.3633249434353,46,029,10.0
Corson County,South Dakota,70.8000440418209,46,031,9.5
Custer County,South Dakota,80.0080451971052,46,033,5.0
Davison County,South Dakota,80.074070377042,46,035,12.7
Day County,South Dakota,78.9430457680477,46,037,6.7
Deuel County,South Dakota,80.6584754503487,46,039,6.3
Dewey County,South Dakota,70.5649978866486,46,041,11.2
Douglas County,South Dakota,80.5801330417132,46,043,6.6
Edmunds County,South Dakota,80.3955247450146,46,045,7.1
Fall River County,South Dakota,75.9565138293828,46,047,6.3
Faulk County,South Dakota,80.234779561656,46,049,9.7
Grant County,South Dakota,79.3630748067329,46,051,9.2
Gregory County,South Dakota,78.16771780279,46,053,5.3
Haakon County,South Dakota,78.4861420959464,46,055,3.9
Hamlin County,South Dakota,78.9496029269522,46,057,7.1
Hand County,South Dakota,80.7128810803556,46,059,6.1
Hanson County,South Dakota,80.9139879406333,46,061,5.7
Harding County,South Dakota,81.5690542416293,46,063,11.8
Hughes County,South Dakota,79.4517002823879,46,065,6.2
Hutchinson County,South Dakota,80.4653115327341,46,067,5.7
Hyde County,South Dakota,78.3894929954729,46,069,8.0
Jerauld County,South Dakota,80.0466879634335,46,073,5.8
Jones County,South Dakota,79.2306432192927,46,075,12.4
Kingsbury County,South Dakota,79.1912198769516,46,077,5.8
Lake County,South Dakota,80.7179946662057,46,079,14.7
Lawrence County,South Dakota,80.5541866702122,46,081,13.4
Lincoln County,South Dakota,83.9857075366106,46,083,6.6
Lyman County,South Dakota,77.46839943966,46,085,9.0
McCook County,South Dakota,78.3842511227543,46,087,6.3
McPherson County,South Dakota,80.351269005032,46,089,6.1
Marshall County,South Dakota,80.1885868274638,46,091,8.3
Meade County,South Dakota,78.7974123547466,46,093,11.4
Mellette County,South Dakota,72.9335074430473,46,095,7.4
Miner County,South Dakota,79.772983575224,46,097,4.1
Minnehaha County,South Dakota,79.2752821335582,46,099,9.9
Moody County,South Dakota,81.0035129555368,46,101,7.8
Pennington County,South Dakota,80.1006833476461,46,103,10.3
Perkins County,South Dakota,78.5646187315079,46,105,4.3
Potter County,South Dakota,78.8352362961342,46,107,5.8
Roberts County,South Dakota,77.5628589648141,46,109,7.9
Sanborn County,South Dakota,79.2659714765691,46,111,8.5
Shannon County,South Dakota,66.6866950364587,46,113,14.4
Spink County,South Dakota,79.7838504110077,46,115,7.9
Stanley County,South Dakota,80.742412989763,46,117,6.7
Sully County,South Dakota,82.0344207021742,46,119,6.2
Todd County,South Dakota,68.467171866303,46,121,11.9
Tripp County,South Dakota,78.5051077902533,46,123,4.8
Turner County,South Dakota,79.5167587957526,46,125,6.7
Union County,South Dakota,81.4461192729029,46,127,6.4
Walworth County,South Dakota,77.6092644772388,46,129,6.6
Yankton County,South Dakota,80.3094071644126,46,135,8.8
Ziebach County,South Dakota,76.951980359716,46,137,9.8
Jackson County,South Dakota,74.4915300092174,46,071,10.2
Anderson County,Tennessee,76.1776655444476,47,001,8.4
Bedford County,Tennessee,75.2757525090034,47,003,8.8
Benton County,Tennessee,72.9903672791984,47,005,7.6
Bledsoe County,Tennessee,76.7122909615176,47,007,8.4
Blount County,Tennessee,77.3569191671141,47,009,8.3
Bradley County,Tennessee,76.702817679307,47,011,10.3
Campbell County,Tennessee,73.2188670413967,47,013,7.9
Cannon County,Tennessee,75.0480450892477,47,015,8.4
Carroll County,Tennessee,73.5581838384994,47,017,10.1
Carter County,Tennessee,76.2282263133238,47,019,9.4
Cheatham County,Tennessee,75.2974219131138,47,021,7.9
Chester County,Tennessee,76.5733063316345,47,023,13.8
Claiborne County,Tennessee,73.3301005454143,47,025,9.6
Clay County,Tennessee,74.233963747345,47,027,8.8
Cocke County,Tennessee,73.0491389521973,47,029,7.6
Coffee County,Tennessee,74.6232024239982,47,031,7.9
Crockett County,Tennessee,74.9799166569812,47,033,8.8
Cumberland County,Tennessee,77.2132630531129,47,035,7.0
Davidson County,Tennessee,77.0498747272764,47,037,11.4
Decatur County,Tennessee,75.0640189754979,47,039,7.6
DeKalb County,Tennessee,73.9153869601868,47,041,8.4
Dickson County,Tennessee,75.4746205958301,47,043,8.6
Dyer County,Tennessee,74.8803678512879,47,045,7.7
Fayette County,Tennessee,77.8328724854486,47,047,7.0
Fentress County,Tennessee,72.9603447748258,47,049,7.9
Franklin County,Tennessee,76.0208182079924,47,051,10.3
Gibson County,Tennessee,73.8445755524247,47,053,7.6
Giles County,Tennessee,75.4352858373049,47,055,8.8
Grainger County,Tennessee,74.5567610984934,47,057,7.9
Greene County,Tennessee,75.1220420151944,47,059,8.3
Grundy County,Tennessee,71.692878357299,47,061,7.7
Hamblen County,Tennessee,75.1002970771182,47,063,8.4
Hamilton County,Tennessee,77.5192368333293,47,065,10.2
Hancock County,Tennessee,72.6433473460511,47,067,6.9
Hardeman County,Tennessee,74.7851488908007,47,069,10.5
Hardin County,Tennessee,73.9625366628562,47,071,8.5
Hawkins County,Tennessee,75.213026197946,47,073,7.3
Haywood County,Tennessee,75.0871026056506,47,075,8.4
Henderson County,Tennessee,74.5507129335503,47,077,7.6
Henry County,Tennessee,74.6037072383468,47,079,7.3
Hickman County,Tennessee,75.1212162109472,47,081,8.4
Houston County,Tennessee,74.8075898857533,47,083,7.5
Humphreys County,Tennessee,74.9070491587908,47,085,8.0
Jackson County,Tennessee,74.2821936400059,47,087,8.4
Jefferson County,Tennessee,75.9637780838364,47,089,10.3
Johnson County,Tennessee,75.4833626281111,47,091,8.9
Knox County,Tennessee,76.9018083052656,47,093,12.2
Lake County,Tennessee,72.6584767072105,47,095,11.3
Lauderdale County,Tennessee,74.267872379044,47,097,10.3
Lawrence County,Tennessee,75.1157895088495,47,099,8.2
Lewis County,Tennessee,75.2852733744117,47,101,8.0
Lincoln County,Tennessee,75.5680512864634,47,103,8.4
Loudon County,Tennessee,77.5893609018783,47,105,7.2
McMinn County,Tennessee,74.9937354012973,47,107,8.3
McNairy County,Tennessee,73.8105896404178,47,109,7.8
Macon County,Tennessee,73.9761409865795,47,111,8.3
Madison County,Tennessee,76.6949475453888,47,113,11.3
Marion County,Tennessee,74.5089513226115,47,115,8.6
Marshall County,Tennessee,75.851573899911,47,117,8.1
Maury County,Tennessee,76.4398780143494,47,119,8.4
Meigs County,Tennessee,73.2916972780979,47,121,7.4
Monroe County,Tennessee,75.5152441123373,47,123,8.2
Montgomery County,Tennessee,76.4975671182216,47,125,12.5
Moore County,Tennessee,78.3157688684933,47,127,7.2
Morgan County,Tennessee,75.0572608438593,47,129,9.3
Obion County,Tennessee,75.4029497837009,47,131,7.7
Overton County,Tennessee,74.108359292631,47,133,8.8
Perry County,Tennessee,74.2781650836019,47,135,8.5
Pickett County,Tennessee,75.7946861722881,47,137,7.1
Polk County,Tennessee,74.2244039258364,47,139,8.1
Putnam County,Tennessee,75.9933846667786,47,141,16.6
Rhea County,Tennessee,74.6857135616076,47,143,9.3
Roane County,Tennessee,75.4662786978718,47,145,7.4
Robertson County,Tennessee,76.0314594781642,47,147,8.1
Rutherford County,Tennessee,78.0329526563821,47,149,12.5
Scott County,Tennessee,73.220068797708,47,151,8.5
Sequatchie County,Tennessee,75.6933637795147,47,153,8.3
Sevier County,Tennessee,76.5557390331784,47,155,8.9
Shelby County,Tennessee,75.8428757362747,47,157,10.6
Smith County,Tennessee,74.8338564139781,47,159,8.1
Stewart County,Tennessee,75.0012912352845,47,161,8.1
Sullivan County,Tennessee,76.0283400123907,47,163,7.8
Sumner County,Tennessee,78.0175700800662,47,165,8.2
Tipton County,Tennessee,75.5254999603982,47,167,9.1
Trousdale County,Tennessee,74.2938826324973,47,169,9.4
Unicoi County,Tennessee,74.8747880536471,47,171,7.6
Union County,Tennessee,74.5730367736006,47,173,8.7
Van Buren County,Tennessee,75.5577165095296,47,175,7.7
Warren County,Tennessee,74.513317553322,47,177,8.1
Washington County,Tennessee,76.5172060180112,47,179,11.1
Wayne County,Tennessee,75.2975105295222,47,181,9.1
Weakley County,Tennessee,76.3973900518128,47,183,17.4
White County,Tennessee,74.3047186317088,47,185,8.4
Williamson County,Tennessee,81.8649703826682,47,187,6.6
Wilson County,Tennessee,77.9447176940437,47,189,7.9
Anderson County,Texas,73.808518399089,48,001,8.5
Andrews County,Texas,76.7943009015044,48,003,10.2
Angelina County,Texas,75.9343183923887,48,005,9.5
Aransas County,Texas,75.5705932899885,48,007,7.5
Archer County,Texas,78.822128985781,48,009,9.0
Armstrong County,Texas,76.9044510680001,48,011,8.2
Atascosa County,Texas,77.5697284774244,48,013,9.0
Austin County,Texas,78.2511222182086,48,015,8.3
Bailey County,Texas,77.3425519622911,48,017,10.6
Bandera County,Texas,79.5922296082375,48,019,5.7
Bastrop County,Texas,77.4688340902497,48,021,7.9
Baylor County,Texas,75.4685947760442,48,023,2.8
Bee County,Texas,77.0585413487789,48,025,12.0
Bell County,Texas,77.9246430102917,48,027,13.5
Bexar County,Texas,78.5222744942105,48,029,11.7
Blanco County,Texas,79.0591275517415,48,031,6.0
Bosque County,Texas,76.5030647763147,48,035,7.0
Bowie County,Texas,75.5713799588799,48,037,9.5
Brazoria County,Texas,78.37663145418,48,039,8.6
Brazos County,Texas,80.1573644849949,48,041,32.0
Brewster County,Texas,80.8050507177825,48,043,13.9
Briscoe County,Texas,78.1439592925105,48,045,11.5
Brooks County,Texas,75.8889458881456,48,047,14.2
Brown County,Texas,75.1650766475048,48,049,9.6
Burleson County,Texas,77.3695400145118,48,051,7.8
Burnet County,Texas,78.752589163398,48,053,7.9
Caldwell County,Texas,77.9826042256667,48,055,13.2
Calhoun County,Texas,77.4488675059329,48,057,8.5
Callahan County,Texas,75.9095016260194,48,059,7.8
Cameron County,Texas,80.0150287716986,48,061,10.5
Camp County,Texas,74.7121155886648,48,063,8.3
Carson County,Texas,77.5037821405661,48,065,6.0
Cass County,Texas,74.892796890548,48,067,7.7
Castro County,Texas,78.4973478927778,48,069,8.4
Chambers County,Texas,77.2510093163623,48,071,8.0
Cherokee County,Texas,76.0849254003898,48,073,10.4
Childress County,Texas,76.5007352818854,48,075,14.7
Clay County,Texas,77.3090549977851,48,077,7.4
Cochran County,Texas,76.0292709976221,48,079,8.6
Coke County,Texas,76.724566166898,48,081,5.8
Coleman County,Texas,75.2048493048316,48,083,10.0
Collin County,Texas,81.6346995470597,48,085,7.7
Collingsworth County,Texas,75.4244650172337,48,087,6.1
Colorado County,Texas,77.203757800441,48,089,8.2
Comal County,Texas,79.2816736187829,48,091,7.7
Comanche County,Texas,77.0175855957573,48,093,7.8
Concho County,Texas,78.1200612129111,48,095,3.8
Cooke County,Texas,76.9131104235581,48,097,9.8
Coryell County,Texas,77.5735637224581,48,099,15.4
Cottle County,Texas,76.2631083988623,48,101,4.6
Crane County,Texas,76.2148155462855,48,103,6.9
Crockett County,Texas,77.2389071642851,48,105,2.8
Crosby County,Texas,76.1831483636259,48,107,6.8
Culberson County,Texas,79.4353713321917,48,109,5.9
Dallam County,Texas,76.6229838331526,48,111,12.9
Dallas County,Texas,78.3570575398319,48,113,10.3
Dawson County,Texas,75.9138376256704,48,115,13.4
Deaf Smith County,Texas,77.5962604716903,48,117,10.4
Delta County,Texas,75.1189559875103,48,119,9.5
Denton County,Texas,80.6922851848676,48,121,10.2
DeWitt County,Texas,76.9820854750759,48,123,7.3
Dickens County,Texas,76.8894024549733,48,125,7.2
Dimmit County,Texas,77.6998596192946,48,127,11.9
Donley County,Texas,75.8144941383351,48,129,13.2
Duval County,Texas,75.4002446620955,48,131,12.9
Eastland County,Texas,75.376826023229,48,133,11.4
Ector County,Texas,75.0214918449131,48,135,11.7
Edwards County,Texas,79.4603471269872,48,137,8.0
Ellis County,Texas,77.8298059415538,48,139,9.4
El Paso County,Texas,79.8567143820226,48,141,12.2
Erath County,Texas,78.1480321472755,48,143,19.3
Falls County,Texas,76.4405167245236,48,145,10.8
Fannin County,Texas,75.4325441804217,48,147,10.0
Fayette County,Texas,78.6609657781342,48,149,6.5
Fisher County,Texas,77.4706127994629,48,151,11.6
Floyd County,Texas,77.6305755690571,48,153,7.0
Foard County,Texas,77.492403647671,48,155,1.5
Fort Bend County,Texas,81.7305585223078,48,157,8.6
Franklin County,Texas,77.6897661252821,48,159,8.0
Freestone County,Texas,76.6023253689358,48,161,6.1
Frio County,Texas,77.3556715984976,48,163,14.7
Gaines County,Texas,77.4488045605969,48,165,11.4
Galveston County,Texas,77.4589897337617,48,167,9.0
Garza County,Texas,76.2106337409592,48,169,7.9
Gillespie County,Texas,80.8469592338386,48,171,6.6
Glasscock County,Texas,81.1266647739999,48,173,10.3
Goliad County,Texas,78.7463670521193,48,175,5.9
Gonzales County,Texas,76.9551624243383,48,177,8.8
Gray County,Texas,75.0961883978601,48,179,8.0
Grayson County,Texas,76.0667434557686,48,181,9.6
Gregg County,Texas,75.3377455425537,48,183,11.2
Grimes County,Texas,76.339890047414,48,185,9.1
Guadalupe County,Texas,79.5960901747892,48,187,8.9
Hale County,Texas,77.0495205094152,48,189,12.4
Hall County,Texas,75.5384617234144,48,191,7.2
Hamilton County,Texas,76.1296139202668,48,193,7.6
Hansford County,Texas,77.1401340733793,48,195,9.8
Hardeman County,Texas,77.9010386024956,48,197,5.1
Hardin County,Texas,75.872361221514,48,199,8.6
Harris County,Texas,78.7810708892091,48,201,10.4
Harrison County,Texas,76.0394553950879,48,203,9.8
Hartley County,Texas,80.3740272375388,48,205,3.9
Haskell County,Texas,76.4217523130835,48,207,11.9
Hays County,Texas,80.2967093489118,48,209,17.9
Hemphill County,Texas,77.6246294968108,48,211,7.6
Henderson County,Texas,75.1960017952968,48,213,8.3
Hidalgo County,Texas,81.0963111406437,48,215,11.1
Hill County,Texas,76.2548253872805,48,217,8.3
Hockley County,Texas,76.5368429500009,48,219,13.2
Hood County,Texas,78.0629227701517,48,221,7.8
Hopkins County,Texas,76.1407261064362,48,223,8.5
Houston County,Texas,76.1409972323397,48,225,8.5
Howard County,Texas,74.7658668361509,48,227,10.3
Hudspeth County,Texas,81.6881839062919,48,229,7.6
Hunt County,Texas,75.8264610532839,48,231,10.2
Hutchinson County,Texas,75.0919630413635,48,233,8.5
Irion County,Texas,79.5503728184521,48,235,6.6
Jack County,Texas,76.0964082421599,48,237,10.9
Jackson County,Texas,77.2492593169353,48,239,9.0
Jasper County,Texas,75.0820997017088,48,241,7.5
Jeff Davis County,Texas,83.9066714125239,48,243,9.1
Jefferson County,Texas,75.9690511113051,48,245,10.9
Jim Hogg County,Texas,77.0621771872068,48,247,20.1
Jim Wells County,Texas,75.6489823150863,48,249,10.2
Johnson County,Texas,76.8916694970506,48,251,9.2
Jones County,Texas,76.3992812802427,48,253,11.4
Karnes County,Texas,76.6835271005396,48,255,12.9
Kaufman County,Texas,76.3435059011272,48,257,8.1
Kendall County,Texas,80.2989308118279,48,259,7.6
Kerr County,Texas,78.2003736296381,48,265,8.8
Kimble County,Texas,77.7546314858076,48,267,7.4
Kinney County,Texas,79.9501431164588,48,271,6.1
Kleberg County,Texas,76.9555861056169,48,273,20.5
Knox County,Texas,75.4857831383379,48,275,3.1
Lamar County,Texas,74.7877591671148,48,277,9.5
Lamb County,Texas,75.9091966261153,48,279,8.8
Lampasas County,Texas,77.6254038047894,48,281,7.8
La Salle County,Texas,77.6735555065962,48,283,11.1
Lavaca County,Texas,78.607903658493,48,285,6.6
Lee County,Texas,78.4418179267227,48,287,9.1
Leon County,Texas,76.5709183554706,48,289,6.9
Liberty County,Texas,74.2690671810022,48,291,9.6
Limestone County,Texas,75.299213726941,48,293,8.7
Lipscomb County,Texas,77.9896999731994,48,295,9.0
Live Oak County,Texas,79.3276356045924,48,297,7.3
Llano County,Texas,78.7684589447672,48,299,6.2
Lubbock County,Texas,76.6662837866401,48,303,18.0
Lynn County,Texas,77.0521881885392,48,305,9.9
McCulloch County,Texas,76.2186179297477,48,307,9.0
McLennan County,Texas,77.5141513405573,48,309,14.5
Madison County,Texas,76.3313663171305,48,313,18.7
Marion County,Texas,74.1804551802738,48,315,6.0
Martin County,Texas,76.1602080761871,48,317,8.6
Mason County,Texas,79.6735224614362,48,319,10.6
Matagorda County,Texas,76.4344316001485,48,321,10.9
Maverick County,Texas,78.6282629812399,48,323,11.4
Medina County,Texas,78.6718901921122,48,325,10.9
Menard County,Texas,78.149977058699,48,327,6.2
Midland County,Texas,78.5140517586289,48,329,10.3
Milam County,Texas,76.706710672346,48,331,6.9
Mills County,Texas,78.3141170101457,48,333,5.1
Mitchell County,Texas,75.0506832087568,48,335,14.6
Montague County,Texas,74.840321189938,48,337,7.4
Montgomery County,Texas,78.9143503015421,48,339,8.4
Moore County,Texas,77.768291667435,48,341,10.8
Morris County,Texas,74.0839909474495,48,343,7.7
Motley County,Texas,77.5201748253088,48,345,9.6
Nacogdoches County,Texas,76.3387988642319,48,347,18.9
Navarro County,Texas,76.0377230791343,48,349,9.7
Newton County,Texas,74.8395005368677,48,351,10.1
Nolan County,Texas,74.8783947850377,48,353,13.0
Nueces County,Texas,77.8383649728957,48,355,10.7
Ochiltree County,Texas,76.2800283040756,48,357,7.9
Oldham County,Texas,79.106583056928,48,359,5.3
Orange County,Texas,74.1719703299617,48,361,9.2
Palo Pinto County,Texas,75.5465729410602,48,363,8.8
Panola County,Texas,75.0654186409941,48,365,8.9
Parker County,Texas,77.7429026158924,48,367,9.3
Parmer County,Texas,78.5613010996331,48,369,10.4
Pecos County,Texas,78.030573361971,48,371,8.8
Polk County,Texas,73.0079951256337,48,373,9.3
Potter County,Texas,74.3238112740925,48,375,9.9
Presidio County,Texas,85.6216519801444,48,377,8.8
Rains County,Texas,76.2910874325214,48,379,8.1
Randall County,Texas,78.5884388880292,48,381,11.2
Reagan County,Texas,77.2113481234064,48,383,9.1
Real County,Texas,76.3724767269193,48,385,6.8
Red River County,Texas,74.6958525006082,48,387,6.5
Reeves County,Texas,77.4249896466508,48,389,12.3
Refugio County,Texas,76.1467287383174,48,391,9.4
Robertson County,Texas,76.4283175277628,48,395,8.9
Rockwall County,Texas,79.7056021682165,48,397,7.0
Runnels County,Texas,76.0807040427317,48,399,8.2
Rusk County,Texas,76.0981061754048,48,401,10.1
Sabine County,Texas,74.8233829316076,48,403,8.9
San Augustine County,Texas,74.1473904930166,48,405,10.3
San Jacinto County,Texas,76.472441098106,48,407,8.8
San Patricio County,Texas,76.1472873843689,48,409,9.7
San Saba County,Texas,77.6691305143336,48,411,11.8
